,Pitcher,Team,FGID,SAVID,TBF,IP,GS,H,R,W,QS,SV,ER,HR,HR/9,K%,K/9,K,BB,BB/9,BB%,HBP,1B,2B,3B,ERA,WHIP,GB%,LD%,FB%,FB,GB,LD,L,G,HLD,BS,IBB,K/BB,K-BB%,AVG,BABIP,LOB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,MLBAMID,MLBID,$,Deep $
15,Luis Castillo,SEA,15689,622491.0,762.814,183.8,30.78,160.56,82.45,11.0,15.2,0.0,76.0,27.0,1.3,0.237,8.9,181.0,40.0,2.0,0.052,6.0,99.36,32.2,2.0,3.72,1.09,0.392,0.242,0.288,148.457036,222.685554,130.57717399999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17,8.84
16,Freddy Peralta,MIL,18679,642547.0,780.235,183.6,32.0,146.76000000000002,87.3,10.0,13.3,0.0,81.0,27.0,1.3,0.295,11.3,230.0,73.0,3.6,0.093,9.0,90.16000000000001,27.6,2.0,3.97,1.2,0.376,0.241,0.297,132.9099475,192.32570500000003,114.7750175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.65,7.61
17,Joe Ryan,MIN,21390,657746.0,752.786,182.3,30.78,151.36,80.50999999999999,11.0,15.1,0.0,74.0,27.0,1.3,0.271,10.1,204.0,43.0,2.1,0.057,9.0,92.92,29.44,2.0,3.65,1.07,0.346,0.232,0.321,146.93083299999998,196.24496799999997,119.36549599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16,9.37
18,Framber Valdez,FA,17295,664285.0,784.164,182.2,30.78,163.0,85.36,12.0,18.7,0.0,79.0,21.0,1.0,0.225,8.7,176.0,62.0,3.1,0.079,8.0,107.64,30.360000000000003,4.0,3.9,1.23,0.581,0.222,0.168,116.879096,276.085902,126.16388399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.63,7.14
19,Matthew Boyd,CHC,15440,571510.0,771.248,182.2,30.78,164.24,84.39,11.0,15.1,0.0,78.0,25.0,1.2,0.212,8.1,164.0,48.0,2.4,0.062,8.0,104.88000000000001,30.360000000000003,4.0,3.85,1.16,0.362,0.237,0.306,158.26718400000004,221.46220800000003,133.380648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.22,7.63
20,Dylan Cease,FA,18525,656302.0,777.691,182.2,32.0,144.44,81.48,11.0,14.9,0.0,75.0,19.0,0.9,0.294,11.3,229.0,76.0,3.8,0.098,5.0,91.08,30.360000000000003,4.0,3.7,1.21,0.394,0.244,0.285,128.80829749999998,194.74869200000003,114.391222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.68,8.23
21,Max Fried,NYY,13743,608331.0,791.286,182.1,30.78,171.12,85.36,14.0,19.1,0.0,79.0,19.0,0.9,0.23,9.0,182.0,60.0,3.0,0.076,8.0,116.84,31.28,4.0,3.9,1.27,0.541,0.226,0.192,124.13863599999999,266.678353,127.98363799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84,7.16
22,Luis Severino,OAK,15890,622663.0,786.312,181.0,30.78,176.28,93.12,12.0,15.4,0.0,86.0,28.0,1.4,0.207,8.1,163.0,54.0,2.7,0.069,13.0,112.24000000000001,34.04,2.0,4.28,1.27,0.423,0.243,0.267,150.013712,242.811568,137.488848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.74
23,Tanner Bibee,CLE,30134,676440.0,773.19,180.2,30.78,164.0,85.36,11.0,15.2,0.0,79.0,23.0,1.1,0.223,8.6,172.0,56.0,2.8,0.073,9.0,104.88000000000001,33.120000000000005,3.0,3.95,1.22,0.387,0.242,0.291,150.199845,222.710115,131.39079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.29,6.97
24,Pablo Lopez,MIN,17085,641154.0,757.708,179.8,30.78,158.56,82.45,10.0,14.0,0.0,76.0,24.0,1.2,0.239,9.1,181.0,48.0,2.4,0.063,8.0,101.2,30.360000000000003,3.0,3.8,1.15,0.422,0.242,0.268,139.578912,225.22960799999998,127.41862799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.79,7.95
25,Yusei Kikuchi,LAA,20633,579328.0,777.326,179.4,32.0,163.48000000000002,89.24,11.0,14.9,0.0,82.0,29.0,1.5,0.223,8.7,173.0,64.0,3.2,0.082,3.0,103.96000000000001,28.52,2.0,4.11,1.27,0.412,0.244,0.273,143.996879,227.477246,130.758892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01,6.12
26,Jesus Luzardo,PHI,19959,666200.0,752.182,179.1,30.78,148.2,78.57,11.0,16.2,0.0,73.0,22.0,1.1,0.28,10.6,211.0,56.0,2.8,0.074,5.0,93.84,30.360000000000003,2.0,3.67,1.14,0.41,0.243,0.274,129.543594,203.77644,117.171453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29,8.74
27,Hunter Brown,HOU,25880,686613.0,770.291,178.9,30.78,161.4,86.33,12.0,15.9,0.0,80.0,25.0,1.3,0.253,9.8,195.0,60.0,3.0,0.078,8.0,103.04,30.360000000000003,3.0,4.02,1.24,0.485,0.237,0.225,124.95806750000001,235.74563250000003,122.89690350000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.57,7.0
28,Mitch Keller,PIT,17594,656605.0,770.749,178.6,30.78,166.84,88.27,10.0,16.0,0.0,81.0,23.0,1.2,0.215,8.4,166.0,57.0,2.9,0.074,12.0,105.80000000000001,34.04,4.0,4.08,1.25,0.448,0.239,0.252,140.223744,240.461811,131.1858855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.23
29,Brandon Pfaadt,ARI,27782,694297.0,757.034,177.7,30.78,177.52,89.24,12.0,15.7,0.0,82.0,28.0,1.4,0.201,7.7,152.0,34.0,1.7,0.045,7.0,106.72,36.800000000000004,6.0,4.15,1.19,0.406,0.244,0.277,153.322629,238.692212,138.190228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.69
30,George Kirby,SEA,25436,669923.0,732.203,177.2,30.78,149.88,73.72,12.0,15.9,0.0,68.0,20.0,1.0,0.263,9.8,193.0,40.0,2.0,0.055,7.0,99.36,28.52,2.0,3.45,1.07,0.427,0.242,0.265,131.0407875,213.90848549999998,120.30792299999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79,9.79
31,Robbie Ray,SF,11486,592662.0,774.322,177.0,30.78,156.64,88.27,10.0,13.8,0.0,81.0,23.0,1.2,0.226,8.9,175.0,76.0,3.9,0.098,9.0,98.44,32.2,3.0,4.12,1.31,0.365,0.24,0.303,147.31514299999998,208.02049499999998,125.59728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28,5.66
32,Brady Singer,CIN,25377,663903.0,757.874,176.8,30.78,159.56,86.33,10.0,14.7,0.0,80.0,25.0,1.3,0.238,9.2,180.0,56.0,2.9,0.074,11.0,100.28,31.28,3.0,4.07,1.22,0.464,0.241,0.238,129.946626,233.277678,125.51069700000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.79,6.64
33,David Peterson,NYM,20302,656849.0,782.618,176.4,30.78,167.68,90.21,12.0,16.1,0.0,83.0,22.0,1.1,0.208,8.3,163.0,73.0,3.7,0.093,9.0,109.48,32.2,4.0,4.23,1.36,0.538,0.227,0.192,123.53566800000002,264.563112,127.63530300000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.05
34,Jeffrey Springs,OAK,17677,605488.0,756.16,176.3,30.78,164.24,85.36,11.0,12.3,0.0,79.0,27.0,1.4,0.199,7.7,150.0,50.0,2.6,0.066,3.0,102.12,33.120000000000005,2.0,4.03,1.22,0.358,0.234,0.312,159.06176000000002,219.12704,131.80991999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.57
35,Shota Imanaga,CHC,33829,684007.0,725.272,175.7,29.16,159.8,78.57,11.0,15.7,0.0,73.0,28.0,1.4,0.219,8.1,159.0,28.0,1.4,0.038,2.0,99.36,29.44,3.0,3.74,1.07,0.339,0.233,0.324,157.17542400000002,206.96558400000004,127.301328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75,8.68
36,Blake Snell,LAD,13543,605483.0,729.24,174.8,29.16,130.48000000000002,72.75,12.0,12.7,0.0,67.0,19.0,1.0,0.313,11.7,228.0,65.0,3.3,0.089,2.0,83.72,25.76,2.0,3.45,1.12,0.463,0.241,0.238,108.62376,194.78116,104.91572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.01,9.75
37,Zack Littell,FA,15823,641793.0,741.896,174.8,30.78,166.08,83.42,11.0,15.2,0.0,77.0,27.0,1.4,0.172,6.6,128.0,39.0,2.0,0.052,7.0,105.80000000000001,31.28,2.0,3.96,1.17,0.393,0.243,0.288,157.521504,236.56970399999997,138.837384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.94
38,Gavin Williams,CLE,30122,668909.0,760.42,174.6,30.78,144.36,82.45,10.0,13.0,0.0,76.0,20.0,1.0,0.253,9.9,192.0,81.0,4.2,0.107,6.0,93.84,28.52,2.0,3.92,1.29,0.442,0.241,0.255,125.51065,212.51511999999997,117.22450999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82,6.57
39,Nathan Eovaldi,TEX,9132,0.0,722.761,174.547,29.16,162.807,75.6204,11.0,16.9205,0.0,69.2974,20.0,1.045,0.238,8.87415,172.0,44.0,2.25198,0.06,7.0744,,,,3.57,1.18,0.46048,,,,,,9.6056,29.16,0.0,,0.6902,3.94061,0.1776949875056743,0.242269,0.297183,0.734731,,3.5448,3.3849,3.10053,999.0,,,,,,,816.2,4.664000000000001,806.0,4.605714285714286,,,,,,,,,,,,,,,,,,,Nathan Eovaldi,543135.0,543135.0,12.27,8.26
40,Merrill Kelly,FA,11156,518876.0,751.842,174.3,30.78,168.76,85.36,11.0,15.7,0.0,79.0,26.0,1.3,0.203,7.9,153.0,48.0,2.5,0.064,3.0,106.72,34.04,2.0,4.08,1.24,0.434,0.241,0.26,143.21892,237.963744,132.477501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.03,6.24
41,Cole Ragans,KC,21846,666142.0,709.646,173.6,29.16,122.04,66.92999999999999,11.0,13.8,0.0,62.0,16.0,0.8,0.334,12.3,237.0,57.0,3.0,0.081,5.0,79.12,23.92,3.0,3.21,1.03,0.415,0.243,0.271,110.354013,175.61043499999997,100.37850899999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.94,11.01
42,Ryan Pepiot,TB,26221,686752.0,745.864,172.5,30.78,143.92000000000002,85.36,10.0,13.9,0.0,79.0,25.0,1.3,0.253,9.9,189.0,74.0,3.9,0.099,9.0,89.24000000000001,26.68,3.0,4.12,1.26,0.371,0.238,0.301,135.443352,193.387032,115.40449600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,6.15
43,Jose Soriano,LAA,22100,667755.0,758.873,170.9,30.78,154.48000000000002,85.36,11.0,16.2,0.0,79.0,20.0,1.1,0.217,8.7,165.0,79.0,4.2,0.104,12.0,104.88000000000001,27.6,2.0,4.16,1.37,0.615,0.208,0.154,106.57871100000001,269.0211425,115.331552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.2
44,Andrew Abbott,CIN,29911,671096.0,719.743,170.9,29.16,149.2,76.63,10.0,13.9,0.0,71.0,23.0,1.2,0.206,7.8,148.0,46.0,2.4,0.064,3.0,93.84,30.360000000000003,2.0,3.74,1.14,0.336,0.234,0.326,154.04269900000003,201.35956900000002,124.60109100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25,7.77
45,Ryne Nelson,ARI,26253,669194.0,720.274,170.7,29.16,154.8,77.6,12.0,15.2,0.0,72.0,20.0,1.1,0.21,8.0,151.0,43.0,2.3,0.06,4.0,96.60000000000001,32.2,6.0,3.8,1.16,0.409,0.243,0.276,141.04143200000001,220.771943,127.095171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.43,7.8
46,Shane Smith,CWS,31687,681343.0,724.04,170.4,29.16,138.76,77.6,8.0,9.4,0.0,72.0,19.0,1.0,0.251,9.6,182.0,64.0,3.4,0.089,14.0,92.0,25.76,2.0,3.8,1.19,0.419,0.243,0.269,126.44158,202.92798,115.44666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.59,7.22
47,Clay Holmes,NYM,13649,605280.0,761.084,170.4,30.78,168.36,88.27,10.0,11.1,0.0,81.0,21.0,1.1,0.171,6.9,130.0,68.0,3.6,0.089,12.0,114.08,31.28,2.0,4.28,1.39,0.586,0.218,0.168,120.499976,286.046672,128.94623599999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78,4.24
48,Jose Berrios,TOR,14168,621244.0,741.692,170.1,29.16,167.16000000000003,89.24,11.0,15.7,0.0,82.0,29.0,1.5,0.186,7.3,138.0,53.0,2.8,0.071,10.0,104.88000000000001,31.28,2.0,4.34,1.29,0.421,0.242,0.268,145.382688,234.319446,132.716772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.08
49,Michael Wacha,KC,14078,608379.0,725.458,169.7,29.16,159.16000000000003,77.6,11.0,14.3,0.0,72.0,19.0,1.0,0.179,6.9,130.0,46.0,2.4,0.064,4.0,104.88000000000001,31.28,4.0,3.82,1.21,0.374,0.241,0.299,153.57351099999997,220.882116,132.144649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02,7.01
50,Drew Rasmussen,TB,25385,656876.0,718.502,169.6,30.78,153.72,76.63,10.0,10.8,0.0,71.0,22.0,1.2,0.22,8.4,158.0,44.0,2.3,0.061,5.0,101.2,28.52,2.0,3.77,1.17,0.479,0.238,0.229,126.28473899999999,234.750159,123.44397799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,7.62
51,Jameson Taillon,CHC,11674,592791.0,714.766,168.9,29.16,157.72,78.57,10.0,14.0,0.0,73.0,26.0,1.4,0.194,7.4,139.0,39.0,2.1,0.055,2.0,100.28,29.44,2.0,3.89,1.16,0.371,0.24,0.3,150.29448,214.97478299999997,128.82384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,7.12
52,Ranger Suarez,FA,17277,624133.0,706.697,167.7,29.16,150.64000000000001,72.75,11.0,16.0,0.0,67.0,18.0,1.0,0.229,8.7,162.0,42.0,2.3,0.06,5.0,101.2,29.44,2.0,3.6,1.15,0.487,0.237,0.224,121.65267399999999,230.48657450000002,119.89323449999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.26,8.31
53,Logan Gilbert,SEA,22250,669302.0,677.875,167.2,29.16,126.12,67.89999999999999,11.0,16.3,0.0,63.0,22.0,1.2,0.298,10.9,202.0,42.0,2.3,0.062,4.0,79.12,23.0,2.0,3.39,1.01,0.422,0.243,0.267,114.3260625,184.83075,104.7808125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.48,10.25
54,MacKenzie Gore,WSH,22201,669022.0,739.71,167.0,30.78,147.28,84.39,9.0,13.6,0.0,78.0,22.0,1.2,0.229,9.1,169.0,81.0,4.4,0.109,6.0,95.68,27.6,2.0,4.2,1.37,0.403,0.244,0.279,131.97684500000003,203.964215,118.50982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02,4.89
55,Chris Sale,ATL,10603,519242.0,685.38,166.9,27.54,132.32,69.84,12.0,15.3,0.0,64.0,18.0,1.0,0.309,11.4,212.0,43.0,2.3,0.063,11.0,84.64,26.68,3.0,3.45,1.05,0.446,0.239,0.253,110.39247,188.50644,103.07601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.25,10.0
56,Quinn Priester,MIL,25977,682990.0,726.324,166.8,29.16,163.16000000000003,84.39,9.0,9.9,0.0,78.0,24.0,1.3,0.205,8.0,149.0,51.0,2.8,0.07,8.0,104.88000000000001,31.28,3.0,4.21,1.28,0.538,0.228,0.192,118.94922399999999,254.74081599999997,123.15981599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57,5.37
57,Brayan Bello,BOS,23920,678394.0,741.115,166.7,29.16,171.52,91.17999999999999,10.0,13.1,0.0,84.0,25.0,1.3,0.19,7.6,141.0,57.0,3.1,0.077,11.0,106.72,36.800000000000004,3.0,4.54,1.37,0.516,0.229,0.21,127.632025,256.893395,127.3604675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43,3.97
59,Casey Mize,DET,20492,663554.0,700.387,166.4,29.16,150.95999999999998,73.72,9.0,11.5,0.0,68.0,21.0,1.1,0.223,8.4,156.0,40.0,2.2,0.057,3.0,98.44,28.52,3.0,3.68,1.15,0.441,0.241,0.255,129.8796525,219.66053849999997,121.30507349999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.18,7.71
60,Shane Bieber,TOR,19427,669456.0,704.537,166.1,29.16,150.12,77.6,11.0,13.4,0.0,72.0,23.0,1.2,0.244,9.3,172.0,46.0,2.5,0.065,4.0,94.76,30.360000000000003,2.0,3.9,1.18,0.478,0.238,0.23,119.201565,220.887798,116.282343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.87,7.36
61,Aaron Nola,PHI,16149,605400.0,718.589,166.0,29.16,160.96,87.3,11.0,16.3,0.0,81.0,30.0,1.6,0.238,9.3,171.0,50.0,2.7,0.069,3.0,94.76,32.2,4.0,4.39,1.27,0.433,0.241,0.261,129.6219345,214.70965350000003,119.67015450000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.48
62,Kyle Bradish,BAL,24586,680694.0,678.157,165.6,27.54,116.44,64.02,9.0,9.6,0.0,59.0,15.0,0.8,0.342,12.6,232.0,56.0,3.0,0.083,8.0,76.36,22.080000000000002,3.0,3.21,1.04,0.505,0.227,0.218,93.247523,182.39839750000002,91.1016595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.97,10.46
63,Shane Baz,TB,22264,669358.0,706.755,164.8,29.16,141.0,79.53999999999999,10.0,13.3,0.0,73.0,24.0,1.3,0.255,9.8,180.0,61.0,3.3,0.087,9.0,89.24000000000001,25.76,2.0,3.99,1.23,0.422,0.242,0.268,122.95932,198.41163,112.246955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01,6.78
66,Bubba Chandler,PIT,29868,696149.0,694.588,164.1,25.92,146.12,75.66,7.0,9.6,0.0,70.0,18.0,1.0,0.235,8.9,163.0,45.0,2.5,0.065,17.0,95.68,29.44,3.0,3.84,1.16,0.488,0.235,0.224,117.75429599999998,223.34389199999995,115.56464999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.07,7.01
67,Nolan McLean,NYM,33703,690997.0,698.136,162.7,27.54,142.44,74.69,10.0,11.0,0.0,69.0,19.0,1.1,0.247,9.5,172.0,58.0,3.2,0.083,7.0,94.76,26.68,2.0,3.82,1.23,0.572,0.222,0.175,101.81957999999999,234.53613599999997,108.13941599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.38,7.06
